+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                                                                                                                                                                                      Tabla de parseo SLR(1) Simulación                                                                                                                                                                                                                                                      |
+-------+---------------------------------------------------------------------------------+----------------------------------------------------------------------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------------------------------------+
| State |                                      Stack                                      |                                                             Symbols                                                              |                                                                                                                              Input                                                                                                                               |                   Actions                   |
|   10  |                          ['I0', 'I3', 'I7', 'I2', 'I6']                         |                                       ['$', 'expression', 'PLUS', 'LPAREN', 'expression']                                        |                ['PLUS', 'LPAREN', 'ID', 'PLUS', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                |                 Shift to I7                 |
|   11  |                       ['I0', 'I3', 'I7', 'I2', 'I6', 'I7']                      |                                   ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS']                                    |                    ['LPAREN', 'ID', 'PLUS', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                    |                 Shift to I2                 |
|   12  |                    ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I2']                   |                              ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN']                               |                         ['ID', 'PLUS', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                         |                 Shift to I1                 |
|   13  |                 ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I2', 'I1']                |                           ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'ID']                            |                            ['PLUS', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                            |            Reduce by factor → ID            |
|   14  |                 ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I2', 'I4']                |                         ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'factor']                          |                            ['PLUS', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                            |           Reduce by term → factor           |
|   15  |                 ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I2', 'I5']                |                          ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'term']                           |                            ['PLUS', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                            |         Reduce by expression → term         |
|   16  |                 ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I2', 'I6']                |                       ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'expression']                        |                            ['PLUS', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                            |                 Shift to I7                 |
|   17  |              ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I2', 'I6', 'I7']             |                   ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS']                    |                                ['LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                |                 Shift to I2                 |
|   18  |           ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I2', 'I6', 'I7', 'I2']          |              ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN']               |                                     ['ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                     |                 Shift to I1                 |
|   19  |        ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I2', 'I6', 'I7', 'I2', 'I1']       |           ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'ID']            |                                        ['TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                        |            Reduce by factor → ID            |
